Date,Tour,Venue,City,Order,Song
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,3,cody beats
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,4,Childhood Supernova
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,5,Gyakuten Sayonara
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,6,Bachigai Hummingbird
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,7,Yoru ga Yureteiru
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,8,Mikansei Daisy
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,9,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,10,Sayonara Dai Kyu Wakusei
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,11,Orion wo Nazoru
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,12,"kid, I like quartet"
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,13,Chandelier Waltz
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,14,Full Color Program
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,1,3 minutes replay
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,2,Protract Countdown
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,3,cody beats
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,4,Worldwide Supergirl
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,5,over driver
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,6,Master Volume
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,7,5-bu-go no Stardust
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,8,Mikansei Daisy
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,9,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,10,Ryusei Kouro
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,11,Orion wo Nazoru
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,12,"kid, I like quartet"
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,13,Hikari Nodokeki Haru no Hi ni
31-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,14,Galileo no Showcase
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,1,3 minutes replay
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,2,Full Color Program
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,3,cody beats
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,4,Deirai Kyousou Gakudan
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,5,Ride on Time
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,6,Counter Identity
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,7,Snow Reverse
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,8,Mikansei Daisy
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,9,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,10,Light Flat
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,11,Orion wo Nazoru
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,12,"kid, I like quartet"
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,13,Sakura no Ato (all quartets lead to the?)
30-01-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,14,Airabuniju
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,1,Mizu to Ame ni Tsuite
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,2,UNO Story
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,3,Worldwide Supergirl
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,4,Karakuri Karukare
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,5,Sentimental Period
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,6,Full Color Program
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,7,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,8,Toushindai no Chikyu
31-12-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,9,Orion wo Nazoru
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,1,Galileo no Showcase
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,2,Sentimental Period
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,3,Bachigai Hummingbird
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,4,Kimi no Moto e
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,5,Scarsdale
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,6,MR. Andy
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,7,Full Color Program
31-12-2011,No Tour Data,Makuhari Messe Kokusai Tenjijou,Chiba,8,Orion wo Nazoru
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,1,Hakoniwa Rock Show
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,2,Full Color Program
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,3,Bachigai Hummingbird
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,4,Scarsdale
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,5,MR. Andy
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,6,Kirai = Kirai
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,7,CAPACITY Koeru
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,8,Sakura no Ato (all quartets lead to the?)
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,9,Mikansei Daisy
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,10,"kid, I like quartet"
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,11,Airabuniju
08-12-2011,No Tour Data,LIQUIDROOM,Tokyo,12,Orion wo Nazoru
04-12-2011,No Tour Data,Nippon Budokan,Tokyo,1,"kid, I like quartet"
04-12-2011,No Tour Data,Nippon Budokan,Tokyo,2,Counter Identity
04-12-2011,No Tour Data,Nippon Budokan,Tokyo,3,Orion wo Nazoru
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,1,3 minutes replay
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,2,"kid, I like quartet"
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,3,Sanpo Saki My Life
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,4,Scarsdale
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,5,Mikansei Daisy
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,6,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,7,23:25
03-12-2011,No Tour Data,Tochigi-ken Kyouiku Kaikan,Utsunomiya,8,Orion wo Nazoru
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,1,"kid, I like quartet"
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,2,meet the world time
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,3,MR. Andy
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,4,Sakura no Ato (all quartets lead to the?)
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,5,Bachigai Hummingbird
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,6,Orion wo Nazoru
29-11-2011,No Tour Data,Shibuya O-EAST,Tokyo,7,Galileo no Showcase
19-11-2011,No Tour Data,X-pt.,Kouchi,1,3 minutes replay
19-11-2011,No Tour Data,X-pt.,Kouchi,2,"kid, I like quartet"
19-11-2011,No Tour Data,X-pt.,Kouchi,3,cody beats
19-11-2011,No Tour Data,X-pt.,Kouchi,4,CAPACITY Koeru
19-11-2011,No Tour Data,X-pt.,Kouchi,5,Bachigai Hummingbird
19-11-2011,No Tour Data,X-pt.,Kouchi,6,Counter Identity
19-11-2011,No Tour Data,X-pt.,Kouchi,7,Mikansei Daisy
19-11-2011,No Tour Data,X-pt.,Kouchi,8,Airabuniju
19-11-2011,No Tour Data,X-pt.,Kouchi,9,Orion wo Nazoru
19-11-2011,No Tour Data,X-pt.,Kouchi,10,Shupurehikouru ~Sekai ga Owaru Mae ni~
19-11-2011,No Tour Data,X-pt.,Kouchi,11,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
19-11-2011,No Tour Data,X-pt.,Kouchi,12,Sentimental Period
18-11-2011,No Tour Data,Music Club JANUS,Osaka,1,"kid, I like quartet"
18-11-2011,No Tour Data,Music Club JANUS,Osaka,2,Ride on Time
18-11-2011,No Tour Data,Music Club JANUS,Osaka,3,Scarsdale
18-11-2011,No Tour Data,Music Club JANUS,Osaka,4,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
18-11-2011,No Tour Data,Music Club JANUS,Osaka,5,WINDOW Akeru
18-11-2011,No Tour Data,Music Club JANUS,Osaka,6,Protract Countdown
18-11-2011,No Tour Data,Music Club JANUS,Osaka,7,Orion wo Nazoru
13-11-2011,No Tour Data,Kanagawa Kenmin Hall,Yokohama,1,Orion wo Nazoru
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,1,"kid, I like quartet"
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,2,Protract Countdown
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,3,MR. Andy
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,4,Childhood Supernova
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,5,Kimi no Moto e
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,6,Hikari Nodokeki Haru no Hi ni
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,7,Sentimental Period
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,8,Karakuri Karukare
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,9,Orion wo Nazoru
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,10,Clover
03-11-2011,No Tour Data,"Daitou Bunka Daigaku, Itabashi Campus",Tokyo,11,Full Color Program
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,1,"kid, I like quartet"
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,2,Bachigai Hummingbird
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,3,cody beats
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,4,CAPACITY Koeru
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,5,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,6,Scarsdale
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,7,Clover
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,8,Toushindai no Chikyu
30-10-2011,No Tour Data,"Kyoto Gakuen Daigaku, Kyoto Kameoka Campus",Kameoka,9,Orion wo Nazoru
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,1,Coffee Cup Syndrome
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,2,"kid, I like quartet"
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,3,MR. Andy
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,4,CAPACITY Koeru
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,5,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,6,Scarsdale
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,7,Mikansei Daisy
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,8,Toushindai no Chikyu
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,9,Orion wo Nazoru
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,10,Deirai Kyousou Gakudan
22-10-2011,No Tour Data,"Tokyo Kougei Daigaku, Atsugi Campus",Atsugi,11,Galileo no Showcase
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,1,"kid, I like quartet"
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,2,Master Volume
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,3,Ride on Time
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,4,CAPACITY Koeru
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,5,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,6,Orion wo Nazoru
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,7,Airabuniju
17-10-2011,No Tour Data,Shibuya CLUB QUATTRO,Tokyo,8,Kimi no Moto e
30-09-2011,Populus Populus,cube garden,Sapporo,1,3 minutes replay
30-09-2011,Populus Populus,cube garden,Sapporo,2,"kid, I like quartet"
30-09-2011,Populus Populus,cube garden,Sapporo,3,Kimi no Moto e
30-09-2011,Populus Populus,cube garden,Sapporo,4,Sanpo Saki My Life
30-09-2011,Populus Populus,cube garden,Sapporo,5,Sora no Tobikata
30-09-2011,Populus Populus,cube garden,Sapporo,6,cody beats
30-09-2011,Populus Populus,cube garden,Sapporo,7,MR. Andy
30-09-2011,Populus Populus,cube garden,Sapporo,8,Counter Identity
30-09-2011,Populus Populus,cube garden,Sapporo,9,Boku wa Kimi ni Naritai
30-09-2011,Populus Populus,cube garden,Sapporo,10,Bokura no Sono Saki
30-09-2011,Populus Populus,cube garden,Sapporo,11,CAPACITY Koeru
30-09-2011,Populus Populus,cube garden,Sapporo,12,Bachigai Hummingbird
30-09-2011,Populus Populus,cube garden,Sapporo,13,Protract Countdown
30-09-2011,Populus Populus,cube garden,Sapporo,14,Sentimental Period
30-09-2011,Populus Populus,cube garden,Sapporo,15,Mikansei Daisy
30-09-2011,Populus Populus,cube garden,Sapporo,16,Scarsdale
30-09-2011,Populus Populus,cube garden,Sapporo,17,Orion wo Nazoru
30-09-2011,Populus Populus,cube garden,Sapporo,18,23:25
30-09-2011,Populus Populus,cube garden,Sapporo,19,Shupurehikouru ~Sekai ga Owaru Mae ni~
30-09-2011,Populus Populus,cube garden,Sapporo,20,Worldwide Supergirl
30-09-2011,Populus Populus,cube garden,Sapporo,21,Galileo no Showcase
30-09-2011,Populus Populus,cube garden,Sapporo,22,Full Color Program
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,1,3 minutes replay
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,2,"kid, I like quartet"
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,3,Kimi no Moto e
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,4,Sanpo Saki My Life
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,5,Sora no Tobikata
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,6,cody beats
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,7,MR. Andy
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,8,Counter Identity
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,9,Boku wa Kimi ni Naritai
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,10,Bokura no Sono Saki
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,11,CAPACITY Koeru
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,12,Bachigai Hummingbird
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,13,Protract Countdown
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,14,Sentimental Period
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,15,Mikansei Daisy
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,16,Scarsdale
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,17,Orion wo Nazoru
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,18,23:25
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,19,Shupurehikouru ~Sekai ga Owaru Mae ni~
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,20,Worldwide Supergirl
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,21,Galileo no Showcase
25-09-2011,Populus Populus,Namiki Junction,Hiroshima,22,Full Color Program
24-09-2011,Populus Populus,DIME,Takamatsu,1,3 minutes replay
24-09-2011,Populus Populus,DIME,Takamatsu,2,"kid, I like quartet"
24-09-2011,Populus Populus,DIME,Takamatsu,3,Kimi no Moto e
24-09-2011,Populus Populus,DIME,Takamatsu,4,Sanpo Saki My Life
24-09-2011,Populus Populus,DIME,Takamatsu,5,Sora no Tobikata
24-09-2011,Populus Populus,DIME,Takamatsu,6,cody beats
24-09-2011,Populus Populus,DIME,Takamatsu,7,MR. Andy
24-09-2011,Populus Populus,DIME,Takamatsu,8,Counter Identity
24-09-2011,Populus Populus,DIME,Takamatsu,9,Boku wa Kimi ni Naritai
24-09-2011,Populus Populus,DIME,Takamatsu,10,Bokura no Sono Saki
24-09-2011,Populus Populus,DIME,Takamatsu,11,CAPACITY Koeru
24-09-2011,Populus Populus,DIME,Takamatsu,12,Bachigai Hummingbird
24-09-2011,Populus Populus,DIME,Takamatsu,13,Protract Countdown
24-09-2011,Populus Populus,DIME,Takamatsu,14,Sentimental Period
24-09-2011,Populus Populus,DIME,Takamatsu,15,Mikansei Daisy
24-09-2011,Populus Populus,DIME,Takamatsu,16,Scarsdale
24-09-2011,Populus Populus,DIME,Takamatsu,17,Orion wo Nazoru
24-09-2011,Populus Populus,DIME,Takamatsu,18,23:25
24-09-2011,Populus Populus,DIME,Takamatsu,19,Shupurehikouru ~Sekai ga Owaru Mae ni~
24-09-2011,Populus Populus,DIME,Takamatsu,20,Worldwide Supergirl
24-09-2011,Populus Populus,DIME,Takamatsu,21,Galileo no Showcase
24-09-2011,Populus Populus,DIME,Takamatsu,22,Full Color Program
22-09-2011,Populus Populus,B.9 V2,Kumamoto,1,3 minutes replay
22-09-2011,Populus Populus,B.9 V2,Kumamoto,2,"kid, I like quartet"
22-09-2011,Populus Populus,B.9 V2,Kumamoto,3,Kimi no Moto e
22-09-2011,Populus Populus,B.9 V2,Kumamoto,4,Sanpo Saki My Life
22-09-2011,Populus Populus,B.9 V2,Kumamoto,5,Sora no Tobikata
22-09-2011,Populus Populus,B.9 V2,Kumamoto,6,cody beats
22-09-2011,Populus Populus,B.9 V2,Kumamoto,7,MR. Andy
22-09-2011,Populus Populus,B.9 V2,Kumamoto,8,Counter Identity
22-09-2011,Populus Populus,B.9 V2,Kumamoto,9,Boku wa Kimi ni Naritai
22-09-2011,Populus Populus,B.9 V2,Kumamoto,10,Bokura no Sono Saki
22-09-2011,Populus Populus,B.9 V2,Kumamoto,11,CAPACITY Koeru
22-09-2011,Populus Populus,B.9 V2,Kumamoto,12,Bachigai Hummingbird
22-09-2011,Populus Populus,B.9 V2,Kumamoto,13,Protract Countdown
22-09-2011,Populus Populus,B.9 V2,Kumamoto,14,Sentimental Period
22-09-2011,Populus Populus,B.9 V2,Kumamoto,15,Mikansei Daisy
22-09-2011,Populus Populus,B.9 V2,Kumamoto,16,Scarsdale
22-09-2011,Populus Populus,B.9 V2,Kumamoto,17,Orion wo Nazoru
22-09-2011,Populus Populus,B.9 V2,Kumamoto,18,23:25
22-09-2011,Populus Populus,B.9 V2,Kumamoto,19,Shupurehikouru ~Sekai ga Owaru Mae ni~
22-09-2011,Populus Populus,B.9 V2,Kumamoto,20,Worldwide Supergirl
22-09-2011,Populus Populus,B.9 V2,Kumamoto,21,Galileo no Showcase
22-09-2011,Populus Populus,B.9 V2,Kumamoto,22,Full Color Program
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,1,3 minutes replay
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,2,"kid, I like quartet"
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,3,Kimi no Moto e
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,4,Sanpo Saki My Life
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,5,Sora no Tobikata
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,6,cody beats
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,7,MR. Andy
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,8,Counter Identity
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,9,Boku wa Kimi ni Naritai
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,10,Bokura no Sono Saki
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,11,CAPACITY Koeru
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,12,Bachigai Hummingbird
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,13,Protract Countdown
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,14,Sentimental Period
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,15,Mikansei Daisy
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,16,Scarsdale
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,17,Orion wo Nazoru
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,18,23:25
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,19,Shupurehikouru ~Sekai ga Owaru Mae ni~
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,20,Worldwide Supergirl
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,21,Galileo no Showcase
21-09-2011,Populus Populus,DRUM Be-1,Fukuoka,22,Full Color Program
19-09-2011,Populus Populus,Nanba Hatch,Osaka,1,3 minutes replay
19-09-2011,Populus Populus,Nanba Hatch,Osaka,2,"kid, I like quartet"
19-09-2011,Populus Populus,Nanba Hatch,Osaka,3,Kimi no Moto e
19-09-2011,Populus Populus,Nanba Hatch,Osaka,4,Sanpo Saki My Life
19-09-2011,Populus Populus,Nanba Hatch,Osaka,5,Sora no Tobikata
19-09-2011,Populus Populus,Nanba Hatch,Osaka,6,cody beats
19-09-2011,Populus Populus,Nanba Hatch,Osaka,7,Hakoniwa Rock Show
19-09-2011,Populus Populus,Nanba Hatch,Osaka,8,MR. Andy
19-09-2011,Populus Populus,Nanba Hatch,Osaka,9,Counter Identity
19-09-2011,Populus Populus,Nanba Hatch,Osaka,10,Boku wa Kimi ni Naritai
19-09-2011,Populus Populus,Nanba Hatch,Osaka,11,Bokura no Sono Saki
19-09-2011,Populus Populus,Nanba Hatch,Osaka,12,CAPACITY Koeru
19-09-2011,Populus Populus,Nanba Hatch,Osaka,13,Bachigai Hummingbird
19-09-2011,Populus Populus,Nanba Hatch,Osaka,14,Protract Countdown
19-09-2011,Populus Populus,Nanba Hatch,Osaka,15,Sentimental Period
19-09-2011,Populus Populus,Nanba Hatch,Osaka,16,Mikansei Daisy
19-09-2011,Populus Populus,Nanba Hatch,Osaka,17,Scarsdale
19-09-2011,Populus Populus,Nanba Hatch,Osaka,18,Orion wo Nazoru
19-09-2011,Populus Populus,Nanba Hatch,Osaka,19,23:25
19-09-2011,Populus Populus,Nanba Hatch,Osaka,20,Shupurehikouru ~Sekai ga Owaru Mae ni~
19-09-2011,Populus Populus,Nanba Hatch,Osaka,21,Worldwide Supergirl
19-09-2011,Populus Populus,Nanba Hatch,Osaka,22,Galileo no Showcase
19-09-2011,Populus Populus,Nanba Hatch,Osaka,23,Full Color Program
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,1,3 minutes replay
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,2,"kid, I like quartet"
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,3,Kimi no Moto e
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,4,Sanpo Saki My Life
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,5,Sora no Tobikata
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,6,cody beats
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,7,Hakoniwa Rock Show
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,8,MR. Andy
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,9,Counter Identity
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,10,Boku wa Kimi ni Naritai
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,11,Bokura no Sono Saki
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,12,CAPACITY Koeru
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,13,Bachigai Hummingbird
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,14,Protract Countdown
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,15,Sentimental Period
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,16,Mikansei Daisy
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,17,Scarsdale
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,18,Orion wo Nazoru
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,19,23:25
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,20,Shupurehikouru ~Sekai ga Owaru Mae ni~
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,21,Worldwide Supergirl
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,22,Galileo no Showcase
18-09-2011,Populus Populus,Club Diamond Hall,Nagoya,23,Full Color Program
20-08-2011,Populus Populus,Hibiya Yagai Ongakudou,Tokyo,1,3 minutes replay
20-08-2011,Populus Populus,Hibiya Yagai Ongakudou,Tokyo,2,"kid, I like quartet"
