Date,Tour,Venue,City,Order,Song
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,13,Kirai = Kirai
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,14,Bachigai Hummingbird
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,15,Sawarenai Uta
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,16,MR. Andy
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,17,23:25
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,18,Linear Blue wo Kikinagara
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,19,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,20,Snow Answer
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,21,"kid, I like quartet"
05-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,club FLEEZ,Takasaki,22,Orion wo Nazoru
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,1,Ryusei no Squall
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,2,Full Color Program
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,3,Love Song wa Totsuzen ni? ~What is the name of that mystery??~
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,4,Worldwide Supergirl
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,5,Master Volume
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,6,Kimi no Moto e
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,7,Chandelier Waltz
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,8,Sayonara Summer Time Machine
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,9,Sentimental Period
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,10,Mikazuki no Yoru no Mannaka
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,11,Scarsdale
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,12,WINDOW Akeru
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,13,Kirai = Kirai
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,14,Bachigai Hummingbird
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,15,Sawarenai Uta
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,16,MR. Andy
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,17,23:25
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,18,Linear Blue wo Kikinagara
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,19,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,20,Sora no Tobikata
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,21,"kid, I like quartet"
03-10-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,HEAVEN'S ROCK UTSUNOMIYA VJ-2,Utsunomiya,22,Orion wo Nazoru
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,1,Ryusei no Squall
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,2,Full Color Program
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,3,Love Song wa Totsuzen ni? ~What is the name of that mystery??~
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,4,Worldwide Supergirl
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,5,Master Volume
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,6,Kimi no Moto e
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,7,Chandelier Waltz
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,8,Sayonara Summer Time Machine
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,9,Sentimental Period
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,10,Mikazuki no Yoru no Mannaka
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,11,Scarsdale
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,12,WINDOW Akeru
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,13,Kirai = Kirai
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,14,Bachigai Hummingbird
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,15,Sawarenai Uta
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,16,MR. Andy
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,17,23:25
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,18,Linear Blue wo Kikinagara
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,19,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,20,Mikansei Daisy
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,21,"kid, I like quartet"
29-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Madowaku,Hamamatsu,22,Orion wo Nazoru
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,1,Ryusei no Squall
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,2,Karakuri Karukare
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,3,Sentimental Period
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,4,Gyakuten Sayonara
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,5,meet the world time
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,6,Hakoniwa Rock Show
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,7,Scarsdale
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,8,Counter Identity
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,9,23:25
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,10,Bokura no Sono Saki
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,11,Mikazuki no Yoru no Mannaka
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,12,Chandelier Waltz
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,13,Bachigai Hummingbird
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,14,cody beats
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,15,Sawarenai Uta
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,16,Sayonara Summer Time Machine
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,17,Airabuniju
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,18,Linear Blue wo Kikinagara
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,19,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,20,Love Song wa Totsuzen ni? ~What is the name of that mystery??~
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,21,Orion wo Nazoru
27-09-2012,Dareka ga Wasureteiru Kamoshirenai Bokura ni Daijina 001 no Tour,Akasaka BLITZ,Tokyo,22,Full Color Program
01-09-2012,No Tour Data,Laguna Beach,Gamagoori,1,Bachigai Hummingbird
01-09-2012,No Tour Data,Laguna Beach,Gamagoori,2,Ryusei no Squall
01-09-2012,No Tour Data,Laguna Beach,Gamagoori,3,Kimi no Moto e
01-09-2012,No Tour Data,Laguna Beach,Gamagoori,4,Sentimental Period
01-09-2012,No Tour Data,Laguna Beach,Gamagoori,5,23:25
01-09-2012,No Tour Data,Laguna Beach,Gamagoori,6,Orion wo Nazoru
25-08-2012,No Tour Data,Sanuki Man-nou Kouen,Man-nou,1,"kid, I like quartet"
25-08-2012,No Tour Data,Sanuki Man-nou Kouen,Man-nou,2,Ryusei no Squall
25-08-2012,No Tour Data,Sanuki Man-nou Kouen,Man-nou,3,Sentimental Period
25-08-2012,No Tour Data,Sanuki Man-nou Kouen,Man-nou,4,Bachigai Hummingbird
25-08-2012,No Tour Data,Sanuki Man-nou Kouen,Man-nou,5,Orion wo Nazoru
18-08-2012,No Tour Data,Maishima,Osaka,1,"kid, I like quartet"
18-08-2012,No Tour Data,Maishima,Osaka,2,Ryusei no Squall
18-08-2012,No Tour Data,Maishima,Osaka,3,Gyakuten Sayonara
18-08-2012,No Tour Data,Maishima,Osaka,4,Sentimental Period
18-08-2012,No Tour Data,Maishima,Osaka,5,Bachigai Hummingbird
18-08-2012,No Tour Data,Maishima,Osaka,6,Orion wo Nazoru
18-08-2012,No Tour Data,Maishima,Osaka,7,Full Color Program
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,1,"kid, I like quartet"
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,2,Ryusei no Squall
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,3,Sayonara Summer Time Machine
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,4,Scarsdale
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,5,Sentimental Period
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,6,MR. Andy
17-08-2012,No Tour Data,Sun Plaza Hall,Sendai,7,Orion wo Nazoru
11-08-2012,No Tour Data,EARTH TENT,Ishikari,1,"kid, I like quartet"
11-08-2012,No Tour Data,EARTH TENT,Ishikari,2,Ryusei no Squall
11-08-2012,No Tour Data,EARTH TENT,Ishikari,3,MR. Andy
11-08-2012,No Tour Data,EARTH TENT,Ishikari,4,Sayonara Summer Time Machine
11-08-2012,No Tour Data,EARTH TENT,Ishikari,5,cody beats
11-08-2012,No Tour Data,EARTH TENT,Ishikari,6,Scarsdale
11-08-2012,No Tour Data,EARTH TENT,Ishikari,7,Sentimental Period
11-08-2012,No Tour Data,EARTH TENT,Ishikari,8,Galileo no Showcase
11-08-2012,No Tour Data,EARTH TENT,Ishikari,9,Master Volume
11-08-2012,No Tour Data,EARTH TENT,Ishikari,10,Orion wo Nazoru
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,1,Bachigai Hummingbird
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,2,Ryusei no Squall
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,3,Sayonara Summer Time Machine
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,4,Ride on Time
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,5,Sentimental Period
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,6,Galileo no Showcase
03-08-2012,No Tour Data,Hitachi Kaihin Kouen,Hitachinaka,7,Orion wo Nazoru
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,1,3 minutes replay
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,2,"kid, I like quartet"
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,3,Bachigai Hummingbird
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,4,Deirai Kyousou Gakudan
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,5,Sayonara Summer Time Machine
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,6,Mikansei Daisy
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,7,Sentimental Period
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,8,Orion wo Nazoru
22-06-2012,No Tour Data,club SONIC iwaki,Iwaki,9,23:25
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,1,cody beats
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,2,Kimi no Moto e
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,3,Counter Identity
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,4,Scarsdale
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,5,Sayonara Summer Time Machine
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,6,WINDOW Akeru
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,7,MR. Andy
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,8,Bachigai Hummingbird
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,9,Orion wo Nazoru
06-06-2012,No Tour Data,LIGHT HOUSE,Mito,10,Galileo no Showcase
03-06-2012,No Tour Data,Rensa,Sendai,1,"kid, I like quartet"
03-06-2012,No Tour Data,Rensa,Sendai,2,23:25
03-06-2012,No Tour Data,Rensa,Sendai,3,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
03-06-2012,No Tour Data,Rensa,Sendai,4,CAPACITY Koeru
03-06-2012,No Tour Data,Rensa,Sendai,5,Master Volume
03-06-2012,No Tour Data,Rensa,Sendai,6,Sayonara Summer Time Machine
03-06-2012,No Tour Data,Rensa,Sendai,7,Scarsdale
03-06-2012,No Tour Data,Rensa,Sendai,8,Clover
03-06-2012,No Tour Data,Rensa,Sendai,9,Hakoniwa Rock Show
03-06-2012,No Tour Data,Rensa,Sendai,10,Orion wo Nazoru
03-06-2012,No Tour Data,Rensa,Sendai,11,Bachigai Hummingbird
03-06-2012,No Tour Data,Rensa,Sendai,12,Karakuri Karukare
03-06-2012,No Tour Data,Rensa,Sendai,13,Full Color Program
12-05-2012,No Tour Data,Osaka-jou Ongakudou,Osaka,1,Bachigai Hummingbird
12-05-2012,No Tour Data,Osaka-jou Ongakudou,Osaka,2,Counter Identity
12-05-2012,No Tour Data,Osaka-jou Ongakudou,Osaka,3,Kimi no Moto e
12-05-2012,No Tour Data,Osaka-jou Ongakudou,Osaka,4,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
12-05-2012,No Tour Data,Osaka-jou Ongakudou,Osaka,5,Sentimental Period
12-05-2012,No Tour Data,Osaka-jou Ongakudou,Osaka,6,Orion wo Nazoru
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,1,overture ~Spring Spring Spring~
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,2,Full Color Program
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,3,Protract Countdown
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,4,23:25
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,5,Sora no Tobikata
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,6,Deirai Kyousou Gakudan
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,7,Scarsdale
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,8,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,9,Master Volume
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,10,Ride on Time / Toshindai no Chikyu / MR. Andy / CAPACITY Koeru / Worldwide Supergirl / Coffee Cup Syndrome  / Sentimental Period  / Drum Solo / Galileo no Showcase
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,11,Chandelier Waltz
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,12,Clover
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,13,Shupurehikouru ~Sekai ga Owaru Mae ni~
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,14,cody beats
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,15,Orion wo Nazoru
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,16,Bachigai Hummingbird
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,17,Airabuniju
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,18,Sanpo Saki My Life
21-04-2012,No Tour Data,Zepp Tokyo,Tokyo,19,"kid, I like quartet"
06-04-2012,No Tour Data,BIGCAT,Osaka,1,overture ~Spring Spring Spring~
06-04-2012,No Tour Data,BIGCAT,Osaka,2,Full Color Program
06-04-2012,No Tour Data,BIGCAT,Osaka,3,Protract Countdown
06-04-2012,No Tour Data,BIGCAT,Osaka,4,23:25
06-04-2012,No Tour Data,BIGCAT,Osaka,5,Sora no Tobikata
06-04-2012,No Tour Data,BIGCAT,Osaka,6,Deirai Kyousou Gakudan
06-04-2012,No Tour Data,BIGCAT,Osaka,7,Scarsdale
06-04-2012,No Tour Data,BIGCAT,Osaka,8,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
06-04-2012,No Tour Data,BIGCAT,Osaka,9,Master Volume
06-04-2012,No Tour Data,BIGCAT,Osaka,10,Ride on Time / Toshindai no Chikyu / MR. Andy / CAPACITY Koeru / Worldwide Supergirl / Coffee Cup Syndrome  / Sentimental Period  / Drum Solo / Galileo no Showcase
06-04-2012,No Tour Data,BIGCAT,Osaka,11,Chandelier Waltz
06-04-2012,No Tour Data,BIGCAT,Osaka,12,Clover
06-04-2012,No Tour Data,BIGCAT,Osaka,13,Shupurehikouru ~Sekai ga Owaru Mae ni~
06-04-2012,No Tour Data,BIGCAT,Osaka,14,cody beats
06-04-2012,No Tour Data,BIGCAT,Osaka,15,Orion wo Nazoru
06-04-2012,No Tour Data,BIGCAT,Osaka,16,Bachigai Hummingbird
06-04-2012,No Tour Data,BIGCAT,Osaka,17,Airabuniju
06-04-2012,No Tour Data,BIGCAT,Osaka,18,Sanpo Saki My Life
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,1,overture ~Spring Spring Spring~
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,2,Full Color Program
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,3,Protract Countdown
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,4,23:25
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,5,Sora no Tobikata
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,6,Deirai Kyousou Gakudan
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,7,Scarsdale
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,8,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,9,Master Volume
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,10,Ride on Time / Toshindai no Chikyu / MR. Andy / CAPACITY Koeru / Worldwide Supergirl / Coffee Cup Syndrome  / Sentimental Period  / Drum Solo / Galileo no Showcase
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,11,Chandelier Waltz
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,12,Clover
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,13,Shupurehikouru ~Sekai ga Owaru Mae ni~
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,14,cody beats
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,15,Orion wo Nazoru
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,16,Bachigai Hummingbird
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,17,Airabuniju
05-04-2012,No Tour Data,THE BOTTOM LINE,Nagoya,18,Sanpo Saki My Life
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,1,Karakuri Karukare
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,2,Sentimental Period
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,3,Bachigai Hummingbird
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,4,CAPACITY Koeru
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,5,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,6,MR. Andy
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,7,Orion wo Nazoru
20-03-2012,No Tour Data,Takamatsu Olive Hall,Takamatsu,8,Galileo no Showcase
18-03-2012,No Tour Data,DRUM Be-9 V1,Kumamoto,1,Sentimental Period
18-03-2012,No Tour Data,DRUM Be-9 V1,Kumamoto,2,Bachigai Hummingbird
18-03-2012,No Tour Data,DRUM Be-9 V1,Kumamoto,3,CAPACITY Koeru
18-03-2012,No Tour Data,DRUM Be-9 V1,Kumamoto,4,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
18-03-2012,No Tour Data,DRUM Be-9 V1,Kumamoto,5,MR. Andy
18-03-2012,No Tour Data,DRUM Be-9 V1,Kumamoto,6,Orion wo Nazoru
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,1,Sentimental Period
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,2,Bachigai Hummingbird
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,3,Kimi no Moto e
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,4,CAPACITY Koeru
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,5,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,6,MR. Andy
16-03-2012,No Tour Data,BLUE LIVE HIROSHIMA,Hiroshima,7,Orion wo Nazoru
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,1,Protract Countdown
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,2,Sentimental Period
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,3,Toushindai no Chikyu
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,4,Scarsdale
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,5,Bachigai Hummingbird
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,6,Orion wo Nazoru
26-02-2012,No Tour Data,Hall 1-2-3,Chiba,7,Galileo no Showcase
03-02-2012,No Tour Data,club FLEEZ,Takasaki,1,"kid, I like quartet"
03-02-2012,No Tour Data,club FLEEZ,Takasaki,2,Protract Countdown
03-02-2012,No Tour Data,club FLEEZ,Takasaki,3,MR. Andy
03-02-2012,No Tour Data,club FLEEZ,Takasaki,4,Worldwide Supergirl
03-02-2012,No Tour Data,club FLEEZ,Takasaki,5,Bachigai Hummingbird
03-02-2012,No Tour Data,club FLEEZ,Takasaki,6,Clover
03-02-2012,No Tour Data,club FLEEZ,Takasaki,7,Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto
03-02-2012,No Tour Data,club FLEEZ,Takasaki,8,23:25
03-02-2012,No Tour Data,club FLEEZ,Takasaki,9,Orion wo Nazoru
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,1,3 minutes replay
01-02-2012,fun time HOLIDAY 4,Shibuya CLUB QUATTRO,Tokyo,2,23:25
