曲A(前),曲B(後),繋ぎ公演数,全公演での発生割合,繋ぎツアー数,全ツアーでの発生割合
Sora no Tobikata,Yoru ga Yureteiru,13,0.011937557392102846,1,0.024390243902439025
Bachigai Hummingbird,Sawarenai Uta,17,0.015610651974288337,1,0.024390243902439025
Linear Blue wo Kikinagara,fake town baby,18,0.01652892561983471,1,0.024390243902439025
fake town baby,Cross Heart 1 Gousen (Advantage In a Long Time),24,0.02203856749311295,1,0.024390243902439025
Cross Heart 1 Gousen (Advantage In a Long Time),flat song,24,0.02203856749311295,1,0.024390243902439025
flat song,Nonfiction Compass,24,0.02203856749311295,1,0.024390243902439025
Nonfiction Compass,Mekator Jikuu Tankentai,23,0.021120293847566574,1,0.024390243902439025
WINDOW Akeru,Kirai = Kirai,17,0.015610651974288337,1,0.024390243902439025
Scarsdale,WINDOW Akeru,17,0.015610651974288337,1,0.024390243902439025
Mikazuki no Yoru no Mannaka,Scarsdale,17,0.015610651974288337,1,0.024390243902439025
Mekator Jikuu Tankentai,Pandemic Sudden Death,23,0.021120293847566574,1,0.024390243902439025
Pandemic Sudden Death,Bokura no Sono Saki,12,0.011019283746556474,1,0.024390243902439025
Bokura no Sono Saki,Drum Solo,9,0.008264462809917356,1,0.024390243902439025
Drum Solo,Silent Libre Mirage,20,0.018365472910927456,1,0.024390243902439025
Sentimental Period,Mikazuki no Yoru no Mannaka,17,0.015610651974288337,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Sugar Song to Bitter Step,24,0.02203856749311295,1,0.024390243902439025
Sugar Song to Bitter Step,23:25,15,0.013774104683195593,1,0.024390243902439025
23:25,Invisible Sensation,12,0.011019283746556474,1,0.024390243902439025
Invisible Sensation,RUNNERS HIGH REPRISE,24,0.02203856749311295,1,0.024390243902439025
RUNNERS HIGH REPRISE,Chandelier Waltz,24,0.02203856749311295,1,0.024390243902439025
Sekai wa Fancy,Sakura no Ato (all quartets lead to the?),3,0.0027548209366391185,1,0.024390243902439025
Light Flat,Sentimental Period,9,0.008264462809917356,1,0.024390243902439025
Karakuri Karukare,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Sayonara Summer Time Machine,Sentimental Period,4,0.0036730945821854912,1,0.024390243902439025
"kid, I like quartet",Toushindai no Chikyu,1,0.0009182736455463728,1,0.024390243902439025
Toushindai no Chikyu,Hakoniwa Rock Show,2,0.0018365472910927456,1,0.024390243902439025
Simple Simple Anecdote,Hatch I need,20,0.018365472910927456,1,0.024390243902439025
"Yuunagi, Ensemble",Bachigai Hummingbird,1,0.0009182736455463728,1,0.024390243902439025
Chandelier Waltz,Sayonara Summer Time Machine,3,0.0027548209366391185,1,0.024390243902439025
Shoegazer Speaker,Linear Blue wo Kikinagara,18,0.01652892561983471,1,0.024390243902439025
MR. Andy,Shoegazer Speaker,24,0.02203856749311295,1,0.024390243902439025
Sanpo Saki My Life,Tettoutetsubi Yonayona Drive,24,0.02203856749311295,1,0.024390243902439025
Sayonara Summer Time Machine,Airabuniju,1,0.0009182736455463728,1,0.024390243902439025
Yoru ga Yureteiru,Kimagure Zattou,13,0.011937557392102846,1,0.024390243902439025
Kimagure Zattou,Hakoniwa Rock Show,13,0.011937557392102846,1,0.024390243902439025
cody beats,Airabuniju,13,0.011937557392102846,1,0.024390243902439025
Airabuniju,MR. Andy,15,0.013774104683195593,1,0.024390243902439025
23:25,Snow Reverse,14,0.012855831037649219,1,0.024390243902439025
Snow Reverse,Sentimental Period,13,0.011937557392102846,1,0.024390243902439025
Galileo no Showcase,Coffee Cup Syndrome,1,0.0009182736455463728,1,0.024390243902439025
Deirai Kyousou Gakudan,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Deirai Kyousou Gakudan,1,0.0009182736455463728,1,0.024390243902439025
Deirai Kyousou Gakudan,Karakuri Karukare,5,0.004591368227731864,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Love Song wa Totsuzen ni? ~What is the name of that mystery??~,1,0.0009182736455463728,1,0.024390243902439025
Airabuniju,Linear Blue wo Kikinagara,1,0.0009182736455463728,1,0.024390243902439025
Kirai = Kirai,Bachigai Hummingbird,17,0.015610651974288337,1,0.024390243902439025
Sentimental Period,Gyakuten Sayonara,1,0.0009182736455463728,1,0.024390243902439025
Sawarenai Uta,Sayonara Summer Time Machine,1,0.0009182736455463728,1,0.024390243902439025
Sentimental Period,Itsuka no Shounen,2,0.0018365472910927456,1,0.024390243902439025
cody beats,Sawarenai Uta,1,0.0009182736455463728,1,0.024390243902439025
Mikazuki no Yoru no Mannaka,Chandelier Waltz,1,0.0009182736455463728,1,0.024390243902439025
Bokura no Sono Saki,Mikazuki no Yoru no Mannaka,1,0.0009182736455463728,1,0.024390243902439025
23:25,Bokura no Sono Saki,1,0.0009182736455463728,1,0.024390243902439025
Counter Identity,23:25,1,0.0009182736455463728,1,0.024390243902439025
Snow Reverse,Tarareba Watagashi,8,0.0073461891643709825,1,0.024390243902439025
Tarareba Watagashi,Sora no Tobikata,3,0.0027548209366391185,1,0.024390243902439025
Sora no Tobikata,Signal ABC,3,0.0027548209366391185,1,0.024390243902439025
Scarsdale,Counter Identity,1,0.0009182736455463728,1,0.024390243902439025
meet the world time,Hakoniwa Rock Show,1,0.0009182736455463728,1,0.024390243902439025
3 minutes replay,23:25,1,0.0009182736455463728,1,0.024390243902439025
Countdown,instant EGOIST,1,0.0009182736455463728,1,0.024390243902439025
Light Flat,Sanpo Saki My Life,6,0.005509641873278237,1,0.024390243902439025
Linear Blue wo Kikinagara,5-bu-go no Stardust,1,0.0009182736455463728,1,0.024390243902439025
Coffee Cup Syndrome,Full Color Program,2,0.0018365472910927456,1,0.024390243902439025
harmonized finale,Sakura no Ato (all quartets lead to the?),1,0.0009182736455463728,1,0.024390243902439025
fake town baby,Orion wo Nazoru,1,0.0009182736455463728,1,0.024390243902439025
MIDNIGHT JUNGLE,like coffee no Omajinai,1,0.0009182736455463728,1,0.024390243902439025
like coffee no Omajinai,Shupurehikouru ~Sekai ga Owaru Mae ni~,1,0.0009182736455463728,1,0.024390243902439025
5-bu-go no Stardust,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
Counter Identity,Childhood Supernova,1,0.0009182736455463728,1,0.024390243902439025
cody beats,Siren in the Spy,4,0.0036730945821854912,1,0.024390243902439025
Toushindai no Chikyu,Counter Identity,2,0.0018365472910927456,1,0.024390243902439025
Mikansei Daisy,Toushindai no Chikyu,2,0.0018365472910927456,1,0.024390243902439025
Shupurehikouru ~Sekai ga Owaru Mae ni~,Instrumental Jam,1,0.0009182736455463728,1,0.024390243902439025
Instrumental Jam,23:25,1,0.0009182736455463728,1,0.024390243902439025
Full Color Program,mouth to mouse(sent you),2,0.0018365472910927456,1,0.024390243902439025
23:25,"Minority Report (darling, I love you)",1,0.0009182736455463728,1,0.024390243902439025
UNO Story,cody beats,4,0.0036730945821854912,1,0.024390243902439025
Protract Countdown,Yoru ga Yureteiru,4,0.0036730945821854912,1,0.024390243902439025
"Catch up, latency",Mikansei Daisy,1,0.0009182736455463728,1,0.024390243902439025
CAPACITY Koeru,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Ryusei Kouro,Sugar Song to Bitter Step,1,0.0009182736455463728,1,0.024390243902439025
Instrumental Jam,Ryusei Kouro,1,0.0009182736455463728,1,0.024390243902439025
Hikari Nodokeki Haru no Hi ni,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Drum Solo,Otonoba Chukan Shiken,1,0.0009182736455463728,1,0.024390243902439025
Sugar Song to Bitter Step,BUSTER DICE MISERY,1,0.0009182736455463728,1,0.024390243902439025
BUSTER DICE MISERY,Chandelier Waltz,1,0.0009182736455463728,1,0.024390243902439025
Snow Reverse,Sugar Song to Bitter Step,4,0.0036730945821854912,1,0.024390243902439025
Why I'm Me,Serenade ga Tomaranai,4,0.0036730945821854912,1,0.024390243902439025
Love Song wa Totsuzen ni? ~What is the name of that mystery??~,Snow Reverse,4,0.0036730945821854912,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,Love Song wa Totsuzen ni? ~What is the name of that mystery??~,4,0.0036730945821854912,1,0.024390243902439025
Signal ABC,Tettoutetsubi Yonayona Drive,4,0.0036730945821854912,1,0.024390243902439025
Otonoba Chukan Shiken,Signal ABC,4,0.0036730945821854912,1,0.024390243902439025
Chandelier Waltz,Otonoba Chukan Shiken,4,0.0036730945821854912,1,0.024390243902439025
Serenade ga Tomaranai,Chandelier Waltz,4,0.0036730945821854912,1,0.024390243902439025
"Minority Report (darling, I love you)",Tengoku to Jigoku,1,0.0009182736455463728,1,0.024390243902439025
Mikansei Daisy,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
Master Volume,Sentimental Period,23,0.021120293847566574,1,0.024390243902439025
23:25,WINDOW Akeru,1,0.0009182736455463728,1,0.024390243902439025
Shupurehikouru ~Sekai ga Owaru Mae ni~,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Shupurehikouru ~Sekai ga Owaru Mae ni~,1,0.0009182736455463728,1,0.024390243902439025
meet the world time,23:25,10,0.009182736455463728,1,0.024390243902439025
Yoru ga Yureteiru,MR. Andy,10,0.009182736455463728,1,0.024390243902439025
Tarareba Watagashi,mouth to mouse(sent you),3,0.0027548209366391185,1,0.024390243902439025
Ride on Time,WINDOW Akeru,2,0.0018365472910927456,1,0.024390243902439025
Sentimental Period,Messenger From Zen Sekai,1,0.0009182736455463728,1,0.024390243902439025
Master Volume,Light Flat,3,0.0027548209366391185,1,0.024390243902439025
Sanpo Saki My Life,Light Flat,1,0.0009182736455463728,1,0.024390243902439025
to the CIDER ROAD,CAPACITY Koeru,2,0.0018365472910927456,1,0.024390243902439025
Chandelier Waltz,to the CIDER ROAD,3,0.0027548209366391185,1,0.024390243902439025
Karakuri Karukare,Chandelier Waltz,3,0.0027548209366391185,1,0.024390243902439025
Sayonara Summer Time Machine,Karakuri Karukare,3,0.0027548209366391185,1,0.024390243902439025
crazy birthday,Sayonara Summer Time Machine,2,0.0018365472910927456,1,0.024390243902439025
Ryusei no Squall,Karakuri Karukare,2,0.0018365472910927456,1,0.024390243902439025
Sanpo Saki My Life,Snow Reverse,4,0.0036730945821854912,1,0.024390243902439025
mix juice no Iutouri,BUSTER DICE MISERY,3,0.0027548209366391185,1,0.024390243902439025
Clover,5-bu-go no Stardust,1,0.0009182736455463728,1,0.024390243902439025
Orion wo Nazoru,BUSTER DICE MISERY,4,0.0036730945821854912,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Coffee Cup Syndrome,1,0.0009182736455463728,1,0.024390243902439025
Coffee Cup Syndrome,"kid, I like quartet",2,0.0018365472910927456,1,0.024390243902439025
Orion wo Nazoru,Pandemic Sudden Death,3,0.0027548209366391185,1,0.024390243902439025
Miss. Sandy,Orion wo Nazoru,3,0.0027548209366391185,1,0.024390243902439025
5-bu-go no Stardust,Coffee Cup Syndrome,1,0.0009182736455463728,1,0.024390243902439025
cody beats,Karakuri Karukare,2,0.0018365472910927456,1,0.024390243902439025
Snow Reverse,Mizu to Ame ni Tsuite,1,0.0009182736455463728,1,0.024390243902439025
Deirai Kyousou Gakudan,cody beats,2,0.0018365472910927456,1,0.024390243902439025
Itsuka no Shounen,Deirai Kyousou Gakudan,3,0.0027548209366391185,1,0.024390243902439025
Counter Identity,Itsuka no Shounen,2,0.0018365472910927456,1,0.024390243902439025
Gyakuten Sayonara,WINDOW Akeru,3,0.0027548209366391185,1,0.024390243902439025
Galileo no Showcase,Gyakuten Sayonara,4,0.0036730945821854912,1,0.024390243902439025
Mizu to Ame ni Tsuite,"Yuunagi, Ensemble",3,0.0027548209366391185,1,0.024390243902439025
Full Color Program,"Majority Report (darling, I love you)",1,0.0009182736455463728,1,0.024390243902439025
"Minority Report (darling, I love you)",like coffee no Omajinai,1,0.0009182736455463728,1,0.024390243902439025
like coffee no Omajinai,23:25,3,0.0027548209366391185,1,0.024390243902439025
WINDOW Akeru,Itsuka no Shounen,1,0.0009182736455463728,1,0.024390243902439025
Messenger From Zen Sekai,Toushindai no Chikyu,3,0.0027548209366391185,1,0.024390243902439025
Toushindai no Chikyu,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Toushindai no Chikyu,2,0.0018365472910927456,1,0.024390243902439025
Master Volume,Karakuri Karukare,2,0.0018365472910927456,1,0.024390243902439025
Sayonara Dai Kyu Wakusei,Another World,2,0.0018365472910927456,1,0.024390243902439025
Gyakuten Sayonara,Ride on Time,1,0.0009182736455463728,1,0.024390243902439025
Itsuka no Shounen,cody beats,1,0.0009182736455463728,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Childhood Supernova,1,0.0009182736455463728,1,0.024390243902439025
Deirai Kyousou Gakudan,Sanpo Saki My Life,2,0.0018365472910927456,1,0.024390243902439025
Full Color Program,Sora no Tobikata,2,0.0018365472910927456,1,0.024390243902439025
Mizu to Ame ni Tsuite,Hakoniwa Rock Show,1,0.0009182736455463728,1,0.024390243902439025
"Majority Report (darling, I love you)",Miss. Sandy,1,0.0009182736455463728,1,0.024390243902439025
Snow Answer,Silent Libre Mirage,1,0.0009182736455463728,1,0.024390243902439025
Chandelier Waltz,Bachigai Hummingbird,4,0.0036730945821854912,1,0.024390243902439025
Hakoniwa Rock Show,MR. Andy,3,0.0027548209366391185,1,0.024390243902439025
cody beats,MR. Andy,8,0.0073461891643709825,1,0.024390243902439025
Toushindai no Chikyu,Instrumental Jam,1,0.0009182736455463728,1,0.024390243902439025
Cheap Cheap Endroll,Chandelier Waltz,3,0.0027548209366391185,1,0.024390243902439025
Ai wa Kitto,Full Color Program,2,0.0018365472910927456,1,0.024390243902439025
Sanpo Saki My Life,Sora no Tobikata,8,0.0073461891643709825,1,0.024390243902439025
Toushindai no Chikyu,Mizu to Ame ni Tsuite,3,0.0027548209366391185,1,0.024390243902439025
mix juice no Iutouri,Worldwide Supergirl,1,0.0009182736455463728,1,0.024390243902439025
Worldwide Supergirl,Atorakushon ga Hajimaru (they call it “NO.6”),1,0.0009182736455463728,1,0.024390243902439025
Chandelier Waltz,MIDNIGHT JUNGLE,1,0.0009182736455463728,1,0.024390243902439025
23:25,Pandemic Sudden Death,5,0.004591368227731864,1,0.024390243902439025
Toushindai no Chikyu,Full Color Program,1,0.0009182736455463728,1,0.024390243902439025
Miss. Sandy,23:25,5,0.004591368227731864,1,0.024390243902439025
Mizu to Ame ni Tsuite,Sentimental Period,5,0.004591368227731864,1,0.024390243902439025
Coffee Cup Syndrome,Mizu to Ame ni Tsuite,1,0.0009182736455463728,1,0.024390243902439025
Clover,Coffee Cup Syndrome,1,0.0009182736455463728,1,0.024390243902439025
"Nigatsu, Hakuchu no Nagareboshi to Hikoukigumo",cody beats,2,0.0018365472910927456,1,0.024390243902439025
Karakuri Karukare,Sayonara Dai Kyu Wakusei,5,0.004591368227731864,1,0.024390243902439025
Light Flat,Full Color Program,3,0.0027548209366391185,1,0.024390243902439025
Momai termination,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
"Catch up, latency",Momai termination,1,0.0009182736455463728,1,0.024390243902439025
Mikansei Daisy,Scarsdale,7,0.006427915518824609,1,0.024390243902439025
Snow Reverse,Full Color Program,2,0.0018365472910927456,1,0.024390243902439025
cody beats,Hakoniwa Rock Show,2,0.0018365472910927456,1,0.024390243902439025
Tarareba Watagashi,UNO Story,1,0.0009182736455463728,1,0.024390243902439025
Counter Identity,Boku wa Kimi ni Naritai,7,0.006427915518824609,1,0.024390243902439025
Boku wa Kimi ni Naritai,Bokura no Sono Saki,7,0.006427915518824609,1,0.024390243902439025
Bokura no Sono Saki,CAPACITY Koeru,7,0.006427915518824609,1,0.024390243902439025
Scarsdale,Orion wo Nazoru,7,0.006427915518824609,1,0.024390243902439025
Bachigai Hummingbird,"Catch up, latency",1,0.0009182736455463728,1,0.024390243902439025
Tengoku to Jigoku,Friday Novels,3,0.0027548209366391185,1,0.024390243902439025
Dareka ga Wasurete iru Kamoshirenai Bokura ni Daijina 001 no Koto,Hikari Nodokeki Haru no Hi ni,1,0.0009182736455463728,1,0.024390243902439025
Cyborg 99%,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
"Catch up, latency",Cyborg 99%,1,0.0009182736455463728,1,0.024390243902439025
Galileo no Showcase,Invisible Sensation,1,0.0009182736455463728,1,0.024390243902439025
Instrumental Jam,Galileo no Showcase,1,0.0009182736455463728,1,0.024390243902439025
Full Color Program,"Yuunagi, Ensemble",3,0.0027548209366391185,1,0.024390243902439025
"Yuunagi, Ensemble",Toushindai no Chikyu,4,0.0036730945821854912,1,0.024390243902439025
Clover,Hitori Omou wa Ame no Naka,1,0.0009182736455463728,1,0.024390243902439025
Hitori Omou wa Ame no Naka,Ride on Time,1,0.0009182736455463728,1,0.024390243902439025
Bokura no Sono Saki,Instrumental Jam,2,0.0018365472910927456,1,0.024390243902439025
Instrumental Jam,Silent Libre Mirage,3,0.0027548209366391185,1,0.024390243902439025
Sora no Tobikata,cody beats,7,0.006427915518824609,1,0.024390243902439025
Kimi no Moto e,Sanpo Saki My Life,7,0.006427915518824609,1,0.024390243902439025
"kid, I like quartet",Kimi no Moto e,8,0.0073461891643709825,1,0.024390243902439025
Karakuri Karukare,Hakoniwa Rock Show,3,0.0027548209366391185,1,0.024390243902439025
Sugar Song to Bitter Step,"Majority Report (darling, I love you)",2,0.0018365472910927456,1,0.024390243902439025
"Majority Report (darling, I love you)",Tameiki shooting the MOON,1,0.0009182736455463728,1,0.024390243902439025
Tameiki shooting the MOON,like coffee no Omajinai,1,0.0009182736455463728,1,0.024390243902439025
23:25,Kimi wa Tomodachi,1,0.0009182736455463728,1,0.024390243902439025
Kimi wa Tomodachi,Instrumental Jam,1,0.0009182736455463728,1,0.024390243902439025
Instrumental Jam,crazy birthday,1,0.0009182736455463728,1,0.024390243902439025
crazy birthday,Drum Solo,1,0.0009182736455463728,1,0.024390243902439025
Tettoutetsubi Yonayona Drive,crazy birthday,3,0.0027548209366391185,1,0.024390243902439025
Snow Answer,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
Linear Blue wo Kikinagara,Snow Answer,1,0.0009182736455463728,1,0.024390243902439025
Sayonara Dai Kyu Wakusei,Toushindai no Chikyu,1,0.0009182736455463728,1,0.024390243902439025
Karakuri Karukare,Tettoutetsubi Yonayona Drive,1,0.0009182736455463728,1,0.024390243902439025
Sawarenai Uta,Karakuri Karukare,1,0.0009182736455463728,1,0.024390243902439025
"kid, I like quartet",Serenade ga Tomaranai,2,0.0018365472910927456,1,0.024390243902439025
Tengoku to Jigoku,"kid, I like quartet",1,0.0009182736455463728,1,0.024390243902439025
Dizzy Trickster,Tengoku to Jigoku,1,0.0009182736455463728,1,0.024390243902439025
Chandelier Waltz,"Majority Report (darling, I love you)",2,0.0018365472910927456,1,0.024390243902439025
Sentimental Period,Sayonara Dai Kyu Wakusei,8,0.0073461891643709825,1,0.024390243902439025
